time,addr,comp,asn,statType,trackinstance,trackowner,length,frameType,slotOffset,frequency,l2Src,rssi,lqi,crc,queuePos,ACK_RX
"2017-04-07 12:38:37,958",b381,9,375306,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,175,15,1,0,0
"2017-04-07 12:38:37,960",1162,9,375306,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,189,65,1,0,0
"2017-04-07 12:38:37,960",c280,9,375306,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,194,15,1,1,0
"2017-04-07 12:38:37,961",b868,9,375306,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,189,0,1,1,0
"2017-04-07 12:38:39,282",b381,9,375347,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,183,15,1,0,0
"2017-04-07 12:38:39,283",b868,9,375347,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,186,0,1,1,0
"2017-04-07 12:38:39,312",8772,9,375347,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,189,65,1,1,0
"2017-04-07 12:38:39,524",b868,9,375358,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,11,16,054332ff03da8772,188,51,1,1,1
"2017-04-07 12:38:39,975",8772,9,375373,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,26,16,054332ff03d8c280,195,66,1,0,1
"2017-04-07 12:38:42,349",b868,9,375452,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,105,16,054332ff03da8772,189,51,1,1,1
"2017-04-07 12:38:42,829",8772,9,375468,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03d9b381,175,151,1,0,0
"2017-04-07 12:38:42,829",b868,9,375468,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03d9b381,186,69,1,1,0
"2017-04-07 12:38:42,831",1162,9,375468,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03d9b381,183,172,1,1,0
"2017-04-07 12:38:43,341",8772,9,375485,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,138,16,054332ff02dc1162,189,24,1,0,1
"2017-04-07 12:38:43,430",b868,9,375488,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,141,16,054332ff03da8772,189,25,1,1,1
"2017-04-07 12:38:44,064",c280,9,375509,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,165,65,1,0,0
"2017-04-07 12:38:46,495",b868,9,375590,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d8c280,165,0,1,0,0
"2017-04-07 12:38:46,496",8772,9,375590,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d8c280,195,64,1,0,0
"2017-04-07 12:38:47,728",c280,9,375631,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,194,65,1,0,0
"2017-04-07 12:38:47,728",b868,9,375631,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,189,0,1,0,0
"2017-04-07 12:38:52,599",1162,9,375793,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,183,64,1,0,0
"2017-04-07 12:38:52,600",b868,9,375793,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,186,0,1,1,0
"2017-04-07 12:38:52,600",8772,9,375793,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,175,64,1,0,0
"2017-04-07 12:38:56,266",8772,9,375915,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d8c280,195,64,1,0,0
"2017-04-07 12:38:56,267",b868,9,375915,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d8c280,165,0,1,1,0
"2017-04-07 12:38:57,888",b868,9,375969,4,3,054332ff03d9b381,88,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,255,1,2,1
"2017-04-07 12:38:58,704",b381,9,375996,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03dab868,186,128,1,1,0
"2017-04-07 12:39:00,294",b868,9,376049,4,4,054332ff03dab868,89,IEEE154_TYPE_DATA,93,16,054332ff03d9b381,186,51,1,1,1
"2017-04-07 12:39:00,535",b868,9,376056,4,3,054332ff03da8772,89,IEEE154_TYPE_DATA,100,16,054332ff03da8772,189,51,1,1,1
"2017-04-07 12:39:01,134",b868,9,376077,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,189,59,1,0,0
"2017-04-07 12:39:01,135",1162,9,376077,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,189,0,1,0,0
"2017-04-07 12:39:01,136",c280,9,376077,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,194,0,1,0,0
"2017-04-07 12:39:01,142",b381,9,376077,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,175,0,1,0,0
"2017-04-07 12:39:04,801",1162,9,376199,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,183,0,1,1,0
"2017-04-07 12:39:04,801",b868,9,376199,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,186,59,1,0,0
"2017-04-07 12:39:04,802",8772,9,376199,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,175,65,1,0,0
"2017-04-07 12:39:04,954",8772,9,376204,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,45,16,054332ff03d8c280,195,24,1,0,1
"2017-04-07 12:39:05,465",8772,9,376221,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,62,16,054332ff02dc1162,189,66,1,1,1
"2017-04-07 12:39:06,033",b868,9,376240,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d8c280,165,59,1,0,0
"2017-04-07 12:39:06,034",8772,9,376240,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d8c280,195,75,1,2,0
"2017-04-07 12:39:07,838",b868,9,376300,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,141,16,054332ff03da8772,189,25,1,0,1
"2017-04-07 12:39:10,033",b868,9,376373,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,11,16,054332ff03da8772,189,51,1,1,1
"2017-04-07 12:39:10,481",8772,9,376388,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,26,16,054332ff03d8c280,195,66,1,0,1
"2017-04-07 12:39:12,134",1162,9,376443,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,189,65,1,0,0
"2017-04-07 12:39:12,135",b868,9,376443,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,188,75,1,0,0
"2017-04-07 12:39:12,136",c280,9,376443,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,194,65,1,0,0
"2017-04-07 12:39:12,139",b381,9,376443,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,175,0,1,0,0
"2017-04-07 12:39:12,859",b868,9,376467,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,105,16,054332ff03da8772,189,51,1,0,1
"2017-04-07 12:39:15,898",1162,9,376565,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d9b381,183,65,1,0,0
"2017-04-07 12:39:15,922",8772,9,376565,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d8c280,195,65,1,0,0
"2017-04-07 12:39:19,441",8772,9,376686,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff02dc1162,189,65,1,0,0
"2017-04-07 12:39:19,442",b381,9,376686,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff02dc1162,183,0,1,0,0
"2017-04-07 12:39:19,444",b868,9,376686,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff02dc1162,186,224,1,0,0
"2017-04-07 12:39:20,043",b868,9,376706,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,176,1,1,1
"2017-04-07 12:39:21,997",c280,9,376768,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,194,65,1,0,0
"2017-04-07 12:39:22,000",b381,9,376768,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,175,0,1,0,0
"2017-04-07 12:39:22,000",b868,9,376768,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,189,0,1,1,0
"2017-04-07 12:39:22,001",1162,9,376768,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,189,65,1,1,0
"2017-04-07 12:39:25,542",8772,9,376889,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,195,64,1,0,0
"2017-04-07 12:39:25,543",b868,9,376889,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,165,0,1,1,0
"2017-04-07 12:39:26,052",8772,9,376906,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,138,16,054332ff02dc1162,189,170,1,0,1
"2017-04-07 12:39:26,144",b868,9,376909,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,187,1,1,1
"2017-04-07 12:39:28,099",1162,9,376971,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03dab868,187,20,1,0,0
"2017-04-07 12:39:28,129",8772,9,376971,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03d8c280,195,20,1,1,0
"2017-04-07 12:39:28,398",b868,9,376984,4,3,054332ff03d9b381,88,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,255,1,1,1
"2017-04-07 12:39:29,207",b868,9,377011,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,186,206,1,1,0
"2017-04-07 12:39:29,210",8772,9,377011,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,189,15,1,1,0
"2017-04-07 12:39:29,211",b381,9,377011,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,183,142,1,0,0
"2017-04-07 12:39:31,045",b868,9,377071,4,3,054332ff03da8772,89,IEEE154_TYPE_DATA,100,16,054332ff03da8772,189,51,1,0,1
"2017-04-07 12:39:31,643",c280,9,377092,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,194,151,1,0,0
"2017-04-07 12:39:32,875",c280,9,377133,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,194,15,1,0,0
"2017-04-07 12:39:32,876",b868,9,377133,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,188,15,1,0,0
"2017-04-07 12:39:32,876",1162,9,377133,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,189,0,1,0,0
"2017-04-07 12:39:32,877",b381,9,377133,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,175,68,1,0,0
"2017-04-07 12:39:35,975",8772,9,377236,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,62,16,054332ff02dc1162,189,66,1,0,1
"2017-04-07 12:39:36,904",b868,9,377267,4,4,054332ff03dab868,89,IEEE154_TYPE_DATA,93,16,054332ff03d9b381,186,51,1,0,1
"2017-04-07 12:39:37,747",8772,9,377295,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,195,95,1,1,0
"2017-04-07 12:39:38,980",8772,9,377336,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,175,95,1,1,0
"2017-04-07 12:39:38,981",1162,9,377336,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,183,65,1,0,0
"2017-04-07 12:39:38,983",b868,9,377336,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,186,0,1,0,0
"2017-04-07 12:39:40,539",b868,9,377388,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,11,16,054332ff03da8772,189,51,1,1,1
"2017-04-07 12:39:40,994",8772,9,377403,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,26,16,054332ff03d8c280,195,66,1,0,1
"2017-04-07 12:39:41,412",b381,9,377417,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,183,0,1,0,0
"2017-04-07 12:39:41,415",8772,9,377417,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,189,196,1,1,0
"2017-04-07 12:39:41,417",b868,9,377417,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,186,95,1,1,0
"2017-04-07 12:39:42,643",b868,9,377458,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,188,95,1,1,0
"2017-04-07 12:39:42,645",c280,9,377458,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,195,65,1,0,0
"2017-04-07 12:39:42,647",1162,9,377458,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,189,65,1,0,0
"2017-04-07 12:39:42,650",b381,9,377458,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,174,0,1,0,0
"2017-04-07 12:39:43,368",b868,9,377482,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,105,16,054332ff03da8772,188,51,1,1,1
"2017-04-07 12:39:45,080",1162,9,377539,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,187,65,1,0,0
"2017-04-07 12:39:45,080",c280,9,377539,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,165,65,1,0,0
"2017-04-07 12:39:45,081",8772,9,377539,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,189,65,1,0,0
"2017-04-07 12:39:48,745",8772,9,377661,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d8c280,195,65,1,0,0
"2017-04-07 12:39:48,747",1162,9,377661,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,183,65,1,0,0
"2017-04-07 12:39:51,179",c280,9,377742,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,194,65,1,0,0
"2017-04-07 12:39:51,182",b868,9,377742,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,189,196,1,1,0
"2017-04-07 12:39:58,606",1162,9,377986,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d9b381,183,65,1,0,0
"2017-04-07 12:39:58,636",8772,9,377986,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03d8c280,195,151,1,1,0
"2017-04-07 12:39:58,906",b868,9,377999,4,3,054332ff03d9b381,88,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,255,1,0,1
"2017-04-07 12:39:59,718",b868,9,378026,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d8c280,165,205,1,1,0
"2017-04-07 12:39:59,719",8772,9,378026,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d8c280,195,15,1,1,0
"2017-04-07 12:39:59,869",8772,9,378031,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,45,16,054332ff03d8c280,195,24,1,1,1
"2017-04-07 12:40:00,949",1162,9,378067,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03dab868,187,172,1,0,0
"2017-04-07 12:40:00,951",b381,9,378067,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03dab868,187,128,1,0,0
"2017-04-07 12:40:00,955",8772,9,378067,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03dab868,189,0,1,2,0
"2017-04-07 12:40:01,552",b868,9,378086,4,3,054332ff03da8772,89,IEEE154_TYPE_DATA,100,16,054332ff03da8772,188,51,1,0,1
"2017-04-07 12:40:02,152",c280,9,378107,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,195,15,1,0,0
"2017-04-07 12:40:02,153",b381,9,378107,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff02dc1162,183,128,1,0,0
"2017-04-07 12:40:02,754",b868,9,378127,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,25,1,0,1
"2017-04-07 12:40:03,383",b381,9,378148,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff02dc1162,183,15,1,0,0
"2017-04-07 12:40:03,386",c280,9,378148,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff03da8772,194,20,1,0,0
"2017-04-07 12:40:06,481",8772,9,378251,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,62,16,054332ff02dc1162,189,66,1,0,1
"2017-04-07 12:40:08,254",b868,9,378310,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,165,0,1,0,0
"2017-04-07 12:40:08,255",8772,9,378310,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,195,210,1,1,0
"2017-04-07 12:40:10,810",b868,9,378392,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d9b381,186,0,1,1,0
"2017-04-07 12:40:10,812",1162,9,378392,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d9b381,183,65,1,0,0
"2017-04-07 12:40:10,839",8772,9,378392,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d9b381,176,210,1,1,0
"2017-04-07 12:40:11,050",b868,9,378403,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,11,16,054332ff03da8772,189,51,1,1,1
"2017-04-07 12:40:11,502",8772,9,378418,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,26,16,054332ff03d8c280,195,66,1,0,1
"2017-04-07 12:40:11,919",b868,9,378432,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,186,210,1,1,0
"2017-04-07 12:40:11,921",8772,9,378432,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,189,53,1,2,0
"2017-04-07 12:40:11,924",b381,9,378432,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,183,15,1,0,0
"2017-04-07 12:40:13,876",b868,9,378497,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,105,16,054332ff03da8772,188,51,1,1,1
"2017-04-07 12:40:14,356",b381,9,378513,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,175,15,1,0,0
"2017-04-07 12:40:14,357",1162,9,378513,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,189,65,1,0,0
"2017-04-07 12:40:14,359",c280,9,378513,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,194,65,1,0,0
"2017-04-07 12:40:14,362",b868,9,378513,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,188,53,1,1,0
"2017-04-07 12:40:14,958",b868,9,378533,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,176,1,1,1
"2017-04-07 12:40:15,593",8772,9,378554,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff03d9b381,175,18,1,0,0
"2017-04-07 12:40:15,594",b868,9,378554,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff03d9b381,186,0,1,1,0
"2017-04-07 12:40:15,596",1162,9,378554,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff03d9b381,183,172,1,0,0
"2017-04-07 12:40:20,460",8772,9,378716,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,195,15,1,0,0
"2017-04-07 12:40:20,476",b868,9,378716,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,165,15,1,0,0
"2017-04-07 12:40:23,013",b381,9,378798,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,183,0,1,0,0
"2017-04-07 12:40:23,014",c280,9,378798,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,194,65,1,0,0
"2017-04-07 12:40:24,125",8772,9,378838,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,189,15,1,0,0
"2017-04-07 12:40:24,126",1162,9,378838,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,186,15,1,1,0
"2017-04-07 12:40:24,127",b381,9,378838,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,187,0,1,0,0
"2017-04-07 12:40:27,070",8772,9,378936,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,138,16,054332ff02dc1162,189,170,1,0,1
"2017-04-07 12:40:27,162",b868,9,378939,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,187,1,0,1
"2017-04-07 12:40:29,116",b868,9,379001,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d8c280,165,0,1,0,0
"2017-04-07 12:40:29,146",8772,9,379001,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d8c280,195,64,1,1,0
"2017-04-07 12:40:30,232",1162,9,379041,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,183,64,1,0,0
"2017-04-07 12:40:30,233",b868,9,379041,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,186,0,1,0,0
"2017-04-07 12:40:31,822",b868,9,379094,4,4,054332ff03dab868,89,IEEE154_TYPE_DATA,93,16,054332ff03d9b381,186,51,1,0,1
"2017-04-07 12:40:32,061",b868,9,379101,4,3,054332ff03da8772,89,IEEE154_TYPE_DATA,100,16,054332ff03da8772,188,51,1,0,1
"2017-04-07 12:40:32,664",b381,9,379122,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,175,0,1,0,0
"2017-04-07 12:40:32,664",c280,9,379122,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,194,151,1,0,0
"2017-04-07 12:40:32,667",1162,9,379122,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,189,20,1,0,0
"2017-04-07 12:40:32,668",b868,9,379122,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,188,31,1,1,0
"2017-04-07 12:40:33,894",b868,9,379163,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff02dc1162,186,15,1,2,0
"2017-04-07 12:40:33,895",8772,9,379163,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff02dc1162,189,0,1,0,0
"2017-04-07 12:40:33,896",b381,9,379163,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff02dc1162,183,15,1,0,0
"2017-04-07 12:40:35,217",c280,9,379204,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,194,15,1,0,0
"2017-04-07 12:40:35,220",b381,9,379204,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff02dc1162,183,0,1,0,0
"2017-04-07 12:40:35,516",b868,9,379217,4,3,054332ff03d9b381,88,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,255,1,2,1
"2017-04-07 12:40:36,993",8772,9,379266,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,62,16,054332ff02dc1162,189,66,1,0,1
"2017-04-07 12:40:37,561",1162,9,379285,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03dab868,186,172,1,0,0
"2017-04-07 12:40:37,563",8772,9,379285,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03dab868,189,52,1,1,0
"2017-04-07 12:40:37,567",b381,9,379285,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03dab868,187,128,1,0,0
"2017-04-07 12:40:39,998",8772,9,379366,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d8c280,195,15,1,1,0
"2017-04-07 12:40:41,317",b868,9,379407,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d9b381,186,0,1,0,0
"2017-04-07 12:40:41,321",1162,9,379407,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d9b381,183,15,1,0,0
"2017-04-07 12:40:41,349",8772,9,379407,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d9b381,175,15,1,1,0
"2017-04-07 12:40:41,558",b868,9,379418,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,11,16,054332ff03da8772,188,51,1,0,1
"2017-04-07 12:40:42,011",8772,9,379433,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,26,16,054332ff03d8c280,195,66,1,0,1
"2017-04-07 12:40:42,429",b381,9,379447,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,183,15,1,0,0
"2017-04-07 12:40:42,435",b868,9,379447,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,186,67,1,0,0
"2017-04-07 12:40:42,437",8772,9,379447,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,189,228,1,1,0
"2017-04-07 12:40:44,383",b868,9,379512,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,105,16,054332ff03da8772,188,51,1,0,1
"2017-04-07 12:40:44,864",b381,9,379528,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,174,15,1,0,0
"2017-04-07 12:40:44,866",b868,9,379528,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,188,228,1,0,0
"2017-04-07 12:40:44,866",c280,9,379528,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,194,65,1,0,0
"2017-04-07 12:40:44,866",1162,9,379528,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,189,15,1,0,0
"2017-04-07 12:40:48,531",b868,9,379650,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03d9b381,186,69,1,0,0
"2017-04-07 12:40:48,531",1162,9,379650,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03d9b381,183,172,1,0,0
"2017-04-07 12:40:48,535",8772,9,379650,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03d9b381,175,151,1,0,0
"2017-04-07 12:40:52,199",b868,9,379772,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff02dc1162,186,15,1,0,0
"2017-04-07 12:40:52,200",8772,9,379772,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d8c280,195,15,1,0,0
"2017-04-07 12:40:52,202",b381,9,379772,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff02dc1162,183,0,1,0,0
"2017-04-07 12:40:53,525",1162,9,379813,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d9b381,183,15,1,0,0
